CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0021000003073076YC;16/05/2023;24;1,758;R
ES0021000003073076YC;17/05/2023;1;0,361;R
ES0021000003073076YC;17/05/2023;2;2,039;R
ES0021000003073076YC;17/05/2023;3;2,626;R
ES0021000003073076YC;17/05/2023;4;2,535;R
ES0021000003073076YC;17/05/2023;5;2,583;R
ES0021000003073076YC;17/05/2023;6;1,282;R
ES0021000003073076YC;17/05/2023;7;0,720;R
ES0021000003073076YC;17/05/2023;8;0,745;R
ES0021000003073076YC;17/05/2023;9;0,723;R
ES0021000003073076YC;17/05/2023;10;0,262;R
ES0021000003073076YC;17/05/2023;11;0,353;R
ES0021000003073076YC;17/05/2023;12;0,278;R
ES0021000003073076YC;17/05/2023;13;0,434;R
ES0021000003073076YC;17/05/2023;14;0,364;R
ES0021000003073076YC;17/05/2023;15;0,530;R
ES0021000003073076YC;17/05/2023;16;0,528;R
ES0021000003073076YC;17/05/2023;17;0,403;R
ES0021000003073076YC;17/05/2023;18;0,371;R
ES0021000003073076YC;17/05/2023;19;0,403;R
ES0021000003073076YC;17/05/2023;20;0,413;R
ES0021000003073076YC;17/05/2023;21;0,378;R
ES0021000003073076YC;17/05/2023;22;1,083;R
ES0021000003073076YC;17/05/2023;23;0,999;R
ES0021000003073076YC;17/05/2023;24;0,652;R
ES0021000003073076YC;18/05/2023;1;0,475;R
ES0021000003073076YC;18/05/2023;2;2,083;R
ES0021000003073076YC;18/05/2023;3;2,646;R
ES0021000003073076YC;18/05/2023;4;2,514;R
ES0021000003073076YC;18/05/2023;5;2,520;R
ES0021000003073076YC;18/05/2023;6;1,304;R
ES0021000003073076YC;18/05/2023;7;0,759;R
ES0021000003073076YC;18/05/2023;8;0,434;R
ES0021000003073076YC;18/05/2023;9;0,327;R
ES0021000003073076YC;18/05/2023;10;0,283;R
ES0021000003073076YC;18/05/2023;11;0,376;R
ES0021000003073076YC;18/05/2023;12;0,757;R
ES0021000003073076YC;18/05/2023;13;0,584;R
ES0021000003073076YC;18/05/2023;14;0,956;R
ES0021000003073076YC;18/05/2023;15;0,567;R
ES0021000003073076YC;18/05/2023;16;0,585;R
ES0021000003073076YC;18/05/2023;17;0,498;R
ES0021000003073076YC;18/05/2023;18;0,391;R
ES0021000003073076YC;18/05/2023;19;0,462;R
ES0021000003073076YC;18/05/2023;20;0,521;R
ES0021000003073076YC;18/05/2023;21;0,406;R
ES0021000003073076YC;18/05/2023;22;1,145;R
ES0021000003073076YC;18/05/2023;23;0,778;R
ES0021000003073076YC;18/05/2023;24;0,519;R
ES0021000003073076YC;19/05/2023;1;0,464;R
ES0021000003073076YC;19/05/2023;2;2,058;R
ES0021000003073076YC;19/05/2023;3;2,621;R
ES0021000003073076YC;19/05/2023;4;2,615;R
ES0021000003073076YC;19/05/2023;5;2,446;R
ES0021000003073076YC;19/05/2023;6;1,704;R
ES0021000003073076YC;19/05/2023;7;1,656;R
ES0021000003073076YC;19/05/2023;8;0,403;R
ES0021000003073076YC;19/05/2023;9;0,748;R
ES0021000003073076YC;19/05/2023;10;0,334;R
ES0021000003073076YC;19/05/2023;11;0,436;R
ES0021000003073076YC;19/05/2023;12;0,433;R
ES0021000003073076YC;19/05/2023;13;0,426;R
ES0021000003073076YC;19/05/2023;14;0,467;R
ES0021000003073076YC;19/05/2023;15;0,465;R
ES0021000003073076YC;19/05/2023;16;0,358;R
ES0021000003073076YC;19/05/2023;17;0,408;R
ES0021000003073076YC;19/05/2023;18;0,376;R
ES0021000003073076YC;19/05/2023;19;0,341;R
ES0021000003073076YC;19/05/2023;20;0,439;R
ES0021000003073076YC;19/05/2023;21;0,440;R
ES0021000003073076YC;19/05/2023;22;0,757;R
ES0021000003073076YC;19/05/2023;23;0,566;R
ES0021000003073076YC;19/05/2023;24;0,655;R
ES0021000003073076YC;20/05/2023;1;0,971;R
ES0021000003073076YC;20/05/2023;2;2,504;R
ES0021000003073076YC;20/05/2023;3;2,558;R
ES0021000003073076YC;20/05/2023;4;2,560;R
ES0021000003073076YC;20/05/2023;5;2,557;R
ES0021000003073076YC;20/05/2023;6;0,518;R
ES0021000003073076YC;20/05/2023;7;0,239;R
ES0021000003073076YC;20/05/2023;8;0,312;R
ES0021000003073076YC;20/05/2023;9;0,335;R
ES0021000003073076YC;20/05/2023;10;0,357;R
ES0021000003073076YC;20/05/2023;11;0,613;R
ES0021000003073076YC;20/05/2023;12;0,457;R
ES0021000003073076YC;20/05/2023;13;0,412;R
ES0021000003073076YC;20/05/2023;14;0,342;R
ES0021000003073076YC;20/05/2023;15;1,936;R
ES0021000003073076YC;20/05/2023;16;0,497;R
ES0021000003073076YC;20/05/2023;17;1,391;R
ES0021000003073076YC;20/05/2023;18;0,803;R
ES0021000003073076YC;20/05/2023;19;0,891;R
ES0021000003073076YC;20/05/2023;20;1,058;R
ES0021000003073076YC;20/05/2023;21;0,682;R
ES0021000003073076YC;20/05/2023;22;2,038;R
ES0021000003073076YC;20/05/2023;23;1,166;R
ES0021000003073076YC;20/05/2023;24;0,691;R
ES0021000003073076YC;21/05/2023;1;0,566;R
ES0021000003073076YC;21/05/2023;2;2,019;R
ES0021000003073076YC;21/05/2023;3;2,530;R
ES0021000003073076YC;21/05/2023;4;2,484;R
ES0021000003073076YC;21/05/2023;5;2,448;R
ES0021000003073076YC;21/05/2023;6;0,456;R
ES0021000003073076YC;21/05/2023;7;0,255;R
ES0021000003073076YC;21/05/2023;8;0,304;R
ES0021000003073076YC;21/05/2023;9;0,315;R
ES0021000003073076YC;21/05/2023;10;0,579;R
ES0021000003073076YC;21/05/2023;11;0,634;R
ES0021000003073076YC;21/05/2023;12;0,223;R
ES0021000003073076YC;21/05/2023;13;0,382;R
ES0021000003073076YC;21/05/2023;14;0,300;R
ES0021000003073076YC;21/05/2023;15;0,331;R
ES0021000003073076YC;21/05/2023;16;0,282;R
ES0021000003073076YC;21/05/2023;17;0,339;R
ES0021000003073076YC;21/05/2023;18;0,364;R
ES0021000003073076YC;21/05/2023;19;0,586;R
ES0021000003073076YC;21/05/2023;20;0,642;R
ES0021000003073076YC;21/05/2023;21;0,937;R
ES0021000003073076YC;21/05/2023;22;2,205;R
ES0021000003073076YC;21/05/2023;23;1,236;R
ES0021000003073076YC;21/05/2023;24;1,196;R
ES0021000003073076YC;22/05/2023;1;0,587;R
ES0021000003073076YC;22/05/2023;2;2,026;R
ES0021000003073076YC;22/05/2023;3;2,542;R
ES0021000003073076YC;22/05/2023;4;2,466;R
ES0021000003073076YC;22/05/2023;5;0,496;R
ES0021000003073076YC;22/05/2023;6;0,571;R
ES0021000003073076YC;22/05/2023;7;0,834;R
ES0021000003073076YC;22/05/2023;8;0,406;R
ES0021000003073076YC;22/05/2023;9;0,282;R
ES0021000003073076YC;22/05/2023;10;0,315;R
ES0021000003073076YC;22/05/2023;11;0,373;R
ES0021000003073076YC;22/05/2023;12;0,331;R
ES0021000003073076YC;22/05/2023;13;0,333;R
ES0021000003073076YC;22/05/2023;14;0,358;R
ES0021000003073076YC;22/05/2023;15;0,549;R
ES0021000003073076YC;22/05/2023;16;0,528;R
ES0021000003073076YC;22/05/2023;17;0,863;R
ES0021000003073076YC;22/05/2023;18;0,451;R
ES0021000003073076YC;22/05/2023;19;0,477;R
ES0021000003073076YC;22/05/2023;20;0,397;R
ES0021000003073076YC;22/05/2023;21;0,441;R
ES0021000003073076YC;22/05/2023;22;1,699;R
ES0021000003073076YC;22/05/2023;23;0,962;R
ES0021000003073076YC;22/05/2023;24;0,671;R
ES0021000003073076YC;23/05/2023;1;0,515;R
ES0021000003073076YC;23/05/2023;2;2,099;R
ES0021000003073076YC;23/05/2023;3;2,599;R
ES0021000003073076YC;23/05/2023;4;2,561;R
ES0021000003073076YC;23/05/2023;5;2,526;R
ES0021000003073076YC;23/05/2023;6;0,937;R
ES0021000003073076YC;23/05/2023;7;0,789;R
ES0021000003073076YC;23/05/2023;8;1,502;R
ES0021000003073076YC;23/05/2023;9;0,931;R
ES0021000003073076YC;23/05/2023;10;0,380;R
ES0021000003073076YC;23/05/2023;11;0,343;R
ES0021000003073076YC;23/05/2023;12;0,414;R
ES0021000003073076YC;23/05/2023;13;0,670;R
ES0021000003073076YC;23/05/2023;14;0,454;R
ES0021000003073076YC;23/05/2023;15;0,569;R
ES0021000003073076YC;23/05/2023;16;0,474;R
ES0021000003073076YC;23/05/2023;17;0,467;R
ES0021000003073076YC;23/05/2023;18;0,459;R
ES0021000003073076YC;23/05/2023;19;0,528;R
ES0021000003073076YC;23/05/2023;20;0,489;R
ES0021000003073076YC;23/05/2023;21;1,113;R
ES0021000003073076YC;23/05/2023;22;0,890;R
ES0021000003073076YC;23/05/2023;23;1,189;R
ES0021000003073076YC;23/05/2023;24;1,924;R
ES0021000003073076YC;24/05/2023;1;0,688;R
ES0021000003073076YC;24/05/2023;2;2,163;R
ES0021000003073076YC;24/05/2023;3;2,620;R
ES0021000003073076YC;24/05/2023;4;2,544;R
ES0021000003073076YC;24/05/2023;5;2,429;R
ES0021000003073076YC;24/05/2023;6;0,663;R
ES0021000003073076YC;24/05/2023;7;0,902;R
ES0021000003073076YC;24/05/2023;8;0,861;R
ES0021000003073076YC;24/05/2023;9;0,849;R
ES0021000003073076YC;24/05/2023;10;0,331;R
ES0021000003073076YC;24/05/2023;11;0,410;R
ES0021000003073076YC;24/05/2023;12;0,333;R
ES0021000003073076YC;24/05/2023;13;0,232;R
ES0021000003073076YC;24/05/2023;14;0,347;R
ES0021000003073076YC;24/05/2023;15;0,553;R
ES0021000003073076YC;24/05/2023;16;0,471;R
ES0021000003073076YC;24/05/2023;17;0,467;R
ES0021000003073076YC;24/05/2023;18;0,353;R
ES0021000003073076YC;24/05/2023;19;0,601;R
ES0021000003073076YC;24/05/2023;20;0,503;R
ES0021000003073076YC;24/05/2023;21;0,947;R
ES0021000003073076YC;24/05/2023;22;0,907;R
ES0021000003073076YC;24/05/2023;23;0,607;R
ES0021000003073076YC;24/05/2023;24;0,789;R
ES0021000003073076YC;25/05/2023;1;0,564;R
ES0021000003073076YC;25/05/2023;2;2,141;R
ES0021000003073076YC;25/05/2023;3;2,682;R
ES0021000003073076YC;25/05/2023;4;2,538;R
ES0021000003073076YC;25/05/2023;5;2,503;R
ES0021000003073076YC;25/05/2023;6;0,996;R
ES0021000003073076YC;25/05/2023;7;1,182;R
ES0021000003073076YC;25/05/2023;8;1,153;R
ES0021000003073076YC;25/05/2023;9;0,820;R
ES0021000003073076YC;25/05/2023;10;0,364;R
ES0021000003073076YC;25/05/2023;11;0,398;R
ES0021000003073076YC;25/05/2023;12;0,350;R
ES0021000003073076YC;25/05/2023;13;0,296;R
ES0021000003073076YC;25/05/2023;14;0,322;R
ES0021000003073076YC;25/05/2023;15;0,568;R
ES0021000003073076YC;25/05/2023;16;0,460;R
ES0021000003073076YC;25/05/2023;17;0,530;R
ES0021000003073076YC;25/05/2023;18;0,430;R
ES0021000003073076YC;25/05/2023;19;0,414;R
ES0021000003073076YC;25/05/2023;20;0,548;R
ES0021000003073076YC;25/05/2023;21;0,547;R
ES0021000003073076YC;25/05/2023;22;2,169;R
ES0021000003073076YC;25/05/2023;23;1,234;R
ES0021000003073076YC;25/05/2023;24;0,630;R
ES0021000003073076YC;26/05/2023;1;0,426;R
ES0021000003073076YC;26/05/2023;2;0,360;R
ES0021000003073076YC;26/05/2023;3;0,380;R
ES0021000003073076YC;26/05/2023;4;0,296;R
ES0021000003073076YC;26/05/2023;5;0,345;R
ES0021000003073076YC;26/05/2023;6;0,416;R
ES0021000003073076YC;26/05/2023;7;0,345;R
ES0021000003073076YC;26/05/2023;8;1,262;R
ES0021000003073076YC;26/05/2023;9;0,744;R
ES0021000003073076YC;26/05/2023;10;0,300;R
ES0021000003073076YC;26/05/2023;11;0,309;R
ES0021000003073076YC;26/05/2023;12;0,382;R
ES0021000003073076YC;26/05/2023;13;0,491;R
ES0021000003073076YC;26/05/2023;14;0,468;R
ES0021000003073076YC;26/05/2023;15;0,858;R
ES0021000003073076YC;26/05/2023;16;0,509;R
ES0021000003073076YC;26/05/2023;17;0,468;R
ES0021000003073076YC;26/05/2023;18;0,440;R
ES0021000003073076YC;26/05/2023;19;0,543;R
ES0021000003073076YC;26/05/2023;20;0,405;R
ES0021000003073076YC;26/05/2023;21;0,302;R
ES0021000003073076YC;26/05/2023;22;0,530;R
ES0021000003073076YC;26/05/2023;23;0,911;R
ES0021000003073076YC;26/05/2023;24;0,745;R
ES0021000003073076YC;27/05/2023;1;0,534;R
ES0021000003073076YC;27/05/2023;2;2,054;R
ES0021000003073076YC;27/05/2023;3;2,656;R
ES0021000003073076YC;27/05/2023;4;2,532;R
ES0021000003073076YC;27/05/2023;5;2,503;R
ES0021000003073076YC;27/05/2023;6;0,538;R
ES0021000003073076YC;27/05/2023;7;0,302;R
ES0021000003073076YC;27/05/2023;8;0,263;R
ES0021000003073076YC;27/05/2023;9;0,268;R
ES0021000003073076YC;27/05/2023;10;0,575;R
ES0021000003073076YC;27/05/2023;11;0,421;R
ES0021000003073076YC;27/05/2023;12;0,805;R
ES0021000003073076YC;27/05/2023;13;0,526;R
ES0021000003073076YC;27/05/2023;14;0,822;R
ES0021000003073076YC;27/05/2023;15;0,384;R
ES0021000003073076YC;27/05/2023;16;0,654;R
ES0021000003073076YC;27/05/2023;17;0,501;R
ES0021000003073076YC;27/05/2023;18;0,573;R
ES0021000003073076YC;27/05/2023;19;0,517;R
ES0021000003073076YC;27/05/2023;20;0,871;R
ES0021000003073076YC;27/05/2023;21;0,397;R
ES0021000003073076YC;27/05/2023;22;0,381;R
ES0021000003073076YC;27/05/2023;23;0,725;R
ES0021000003073076YC;27/05/2023;24;0,586;R
ES0021000003073076YC;28/05/2023;1;0,639;R
ES0021000003073076YC;28/05/2023;2;0,542;R
ES0021000003073076YC;28/05/2023;3;0,394;R
ES0021000003073076YC;28/05/2023;4;0,318;R
ES0021000003073076YC;28/05/2023;5;0,289;R
ES0021000003073076YC;28/05/2023;6;0,340;R
ES0021000003073076YC;28/05/2023;7;0,288;R
ES0021000003073076YC;28/05/2023;8;0,325;R
ES0021000003073076YC;28/05/2023;9;0,345;R
ES0021000003073076YC;28/05/2023;10;0,405;R
ES0021000003073076YC;28/05/2023;11;0,361;R
ES0021000003073076YC;28/05/2023;12;0,248;R
ES0021000003073076YC;28/05/2023;13;1,040;R
ES0021000003073076YC;28/05/2023;14;1,345;R
ES0021000003073076YC;28/05/2023;15;1,571;R
ES0021000003073076YC;28/05/2023;16;1,064;R
ES0021000003073076YC;28/05/2023;17;0,615;R
ES0021000003073076YC;28/05/2023;18;1,013;R
ES0021000003073076YC;28/05/2023;19;0,461;R
ES0021000003073076YC;28/05/2023;20;0,506;R
ES0021000003073076YC;28/05/2023;21;0,559;R
ES0021000003073076YC;28/05/2023;22;1,986;R
ES0021000003073076YC;28/05/2023;23;1,031;R
ES0021000003073076YC;28/05/2023;24;0,707;R
ES0021000003073076YC;29/05/2023;1;0,681;R
ES0021000003073076YC;29/05/2023;2;0,586;R
ES0021000003073076YC;29/05/2023;3;0,417;R
ES0021000003073076YC;29/05/2023;4;0,362;R
ES0021000003073076YC;29/05/2023;5;0,340;R
ES0021000003073076YC;29/05/2023;6;0,655;R
ES0021000003073076YC;29/05/2023;7;0,477;R
ES0021000003073076YC;29/05/2023;8;0,308;R
ES0021000003073076YC;29/05/2023;9;0,297;R
ES0021000003073076YC;29/05/2023;10;0,306;R
ES0021000003073076YC;29/05/2023;11;0,489;R
ES0021000003073076YC;29/05/2023;12;0,362;R
ES0021000003073076YC;29/05/2023;13;0,377;R
ES0021000003073076YC;29/05/2023;14;0,470;R
ES0021000003073076YC;29/05/2023;15;0,620;R
ES0021000003073076YC;29/05/2023;16;0,473;R
ES0021000003073076YC;29/05/2023;17;0,456;R
ES0021000003073076YC;29/05/2023;18;0,421;R
ES0021000003073076YC;29/05/2023;19;0,498;R
ES0021000003073076YC;29/05/2023;20;0,555;R
ES0021000003073076YC;29/05/2023;21;0,614;R
ES0021000003073076YC;29/05/2023;22;1,494;R
ES0021000003073076YC;29/05/2023;23;0,926;R
ES0021000003073076YC;29/05/2023;24;1,247;R
ES0021000003073076YC;30/05/2023;1;0,804;R
ES0021000003073076YC;30/05/2023;2;2,147;R
ES0021000003073076YC;30/05/2023;3;2,566;R
ES0021000003073076YC;30/05/2023;4;2,610;R
ES0021000003073076YC;30/05/2023;5;2,479;R
ES0021000003073076YC;30/05/2023;6;1,630;R
ES0021000003073076YC;30/05/2023;7;1,985;R
ES0021000003073076YC;30/05/2023;8;0,904;R
ES0021000003073076YC;30/05/2023;9;0,318;R
ES0021000003073076YC;30/05/2023;10;0,232;R
ES0021000003073076YC;30/05/2023;11;0,373;R
ES0021000003073076YC;30/05/2023;12;0,332;R
ES0021000003073076YC;30/05/2023;13;0,426;R
ES0021000003073076YC;30/05/2023;14;0,402;R
ES0021000003073076YC;30/05/2023;15;0,416;R
ES0021000003073076YC;30/05/2023;16;0,425;R
ES0021000003073076YC;30/05/2023;17;0,379;R
ES0021000003073076YC;30/05/2023;18;0,391;R
ES0021000003073076YC;30/05/2023;19;0,413;R
ES0021000003073076YC;30/05/2023;20;0,599;R
ES0021000003073076YC;30/05/2023;21;0,514;R
ES0021000003073076YC;30/05/2023;22;0,879;R
ES0021000003073076YC;30/05/2023;23;0,829;R
ES0021000003073076YC;30/05/2023;24;0,514;R
ES0021000003073076YC;31/05/2023;1;0,509;R
ES0021000003073076YC;31/05/2023;2;1,995;R
ES0021000003073076YC;31/05/2023;3;2,500;R
ES0021000003073076YC;31/05/2023;4;2,515;R
ES0021000003073076YC;31/05/2023;5;2,526;R
ES0021000003073076YC;31/05/2023;6;1,120;R
ES0021000003073076YC;31/05/2023;7;0,521;R
ES0021000003073076YC;31/05/2023;8;0,416;R
ES0021000003073076YC;31/05/2023;9;0,458;R
ES0021000003073076YC;31/05/2023;10;0,230;R
ES0021000003073076YC;31/05/2023;11;0,274;R
ES0021000003073076YC;31/05/2023;12;0,288;R
ES0021000003073076YC;31/05/2023;13;0,286;R
ES0021000003073076YC;31/05/2023;14;0,439;R
ES0021000003073076YC;31/05/2023;15;0,357;R
ES0021000003073076YC;31/05/2023;16;0,418;R
ES0021000003073076YC;31/05/2023;17;0,348;R
ES0021000003073076YC;31/05/2023;18;0,404;R
ES0021000003073076YC;31/05/2023;19;0,374;R
ES0021000003073076YC;31/05/2023;20;0,464;R
ES0021000003073076YC;31/05/2023;21;0,595;R
ES0021000003073076YC;31/05/2023;22;0,990;R
ES0021000003073076YC;31/05/2023;23;1,801;R
ES0021000003073076YC;31/05/2023;24;3,258;R
ES0021000003073076YC;01/06/2023;1;0,501;R
ES0021000003073076YC;01/06/2023;2;2,076;R
ES0021000003073076YC;01/06/2023;3;2,631;R
ES0021000003073076YC;01/06/2023;4;2,689;R
ES0021000003073076YC;01/06/2023;5;2,609;R
ES0021000003073076YC;01/06/2023;6;0,856;R
ES0021000003073076YC;01/06/2023;7;0,797;R
ES0021000003073076YC;01/06/2023;8;0,240;R
ES0021000003073076YC;01/06/2023;9;0,288;R
ES0021000003073076YC;01/06/2023;10;0,275;R
ES0021000003073076YC;01/06/2023;11;0,382;R
ES0021000003073076YC;01/06/2023;12;0,511;R
ES0021000003073076YC;01/06/2023;13;0,330;R
ES0021000003073076YC;01/06/2023;14;0,362;R
ES0021000003073076YC;01/06/2023;15;0,511;R
ES0021000003073076YC;01/06/2023;16;0,357;R
ES0021000003073076YC;01/06/2023;17;0,478;R
ES0021000003073076YC;01/06/2023;18;0,413;R
ES0021000003073076YC;01/06/2023;19;0,486;R
ES0021000003073076YC;01/06/2023;20;0,540;R
ES0021000003073076YC;01/06/2023;21;0,904;R
ES0021000003073076YC;01/06/2023;22;1,861;R
ES0021000003073076YC;01/06/2023;23;0,726;R
ES0021000003073076YC;01/06/2023;24;0,678;R
ES0021000003073076YC;02/06/2023;1;0,495;R
ES0021000003073076YC;02/06/2023;2;2,082;R
ES0021000003073076YC;02/06/2023;3;2,646;R
ES0021000003073076YC;02/06/2023;4;2,562;R
ES0021000003073076YC;02/06/2023;5;2,437;R
ES0021000003073076YC;02/06/2023;6;1,976;R
ES0021000003073076YC;02/06/2023;7;1,563;R
ES0021000003073076YC;02/06/2023;8;0,816;R
ES0021000003073076YC;02/06/2023;9;0,207;R
ES0021000003073076YC;02/06/2023;10;0,272;R
ES0021000003073076YC;02/06/2023;11;0,482;R
ES0021000003073076YC;02/06/2023;12;0,344;R
ES0021000003073076YC;02/06/2023;13;0,396;R
ES0021000003073076YC;02/06/2023;14;0,450;R
ES0021000003073076YC;02/06/2023;15;0,477;R
ES0021000003073076YC;02/06/2023;16;0,444;R
ES0021000003073076YC;02/06/2023;17;0,458;R
ES0021000003073076YC;02/06/2023;18;0,494;R
ES0021000003073076YC;02/06/2023;19;0,432;R
ES0021000003073076YC;02/06/2023;20;0,463;R
ES0021000003073076YC;02/06/2023;21;0,511;R
ES0021000003073076YC;02/06/2023;22;1,247;R
ES0021000003073076YC;02/06/2023;23;0,591;R
ES0021000003073076YC;02/06/2023;24;0,491;R
ES0021000003073076YC;03/06/2023;1;0,379;R
ES0021000003073076YC;03/06/2023;2;2,112;R
ES0021000003073076YC;03/06/2023;3;2,602;R
ES0021000003073076YC;03/06/2023;4;2,493;R
ES0021000003073076YC;03/06/2023;5;2,529;R
ES0021000003073076YC;03/06/2023;6;0,654;R
ES0021000003073076YC;03/06/2023;7;0,287;R
ES0021000003073076YC;03/06/2023;8;0,226;R
ES0021000003073076YC;03/06/2023;9;0,279;R
ES0021000003073076YC;03/06/2023;10;0,539;R
ES0021000003073076YC;03/06/2023;11;0,376;R
ES0021000003073076YC;03/06/2023;12;0,326;R
ES0021000003073076YC;03/06/2023;13;0,560;R
ES0021000003073076YC;03/06/2023;14;3,232;R
ES0021000003073076YC;03/06/2023;15;1,089;R
ES0021000003073076YC;03/06/2023;16;0,534;R
ES0021000003073076YC;03/06/2023;17;1,123;R
ES0021000003073076YC;03/06/2023;18;1,131;R
ES0021000003073076YC;03/06/2023;19;0,507;R
ES0021000003073076YC;03/06/2023;20;0,446;R
ES0021000003073076YC;03/06/2023;21;0,486;R
ES0021000003073076YC;03/06/2023;22;2,043;R
ES0021000003073076YC;03/06/2023;23;0,650;R
ES0021000003073076YC;03/06/2023;24;0,630;R
ES0021000003073076YC;04/06/2023;1;0,444;R
ES0021000003073076YC;04/06/2023;2;0,460;R
ES0021000003073076YC;04/06/2023;3;0,385;R
ES0021000003073076YC;04/06/2023;4;0,438;R
ES0021000003073076YC;04/06/2023;5;0,350;R
ES0021000003073076YC;04/06/2023;6;0,282;R
ES0021000003073076YC;04/06/2023;7;0,330;R
ES0021000003073076YC;04/06/2023;8;0,265;R
ES0021000003073076YC;04/06/2023;9;0,459;R
ES0021000003073076YC;04/06/2023;10;0,337;R
ES0021000003073076YC;04/06/2023;11;1,680;R
ES0021000003073076YC;04/06/2023;12;0,670;R
ES0021000003073076YC;04/06/2023;13;0,975;R
ES0021000003073076YC;04/06/2023;14;0,420;R
ES0021000003073076YC;04/06/2023;15;1,252;R
ES0021000003073076YC;04/06/2023;16;1,269;R
ES0021000003073076YC;04/06/2023;17;0,985;R
ES0021000003073076YC;04/06/2023;18;0,542;R
ES0021000003073076YC;04/06/2023;19;0,852;R
ES0021000003073076YC;04/06/2023;20;0,483;R
ES0021000003073076YC;04/06/2023;21;0,328;R
ES0021000003073076YC;04/06/2023;22;0,894;R
ES0021000003073076YC;04/06/2023;23;1,136;R
ES0021000003073076YC;04/06/2023;24;1,129;R
ES0021000003073076YC;05/06/2023;1;0,473;R
ES0021000003073076YC;05/06/2023;2;0,508;R
ES0021000003073076YC;05/06/2023;3;0,362;R
ES0021000003073076YC;05/06/2023;4;0,299;R
ES0021000003073076YC;05/06/2023;5;0,380;R
ES0021000003073076YC;05/06/2023;6;1,600;R
ES0021000003073076YC;05/06/2023;7;1,328;R
ES0021000003073076YC;05/06/2023;8;0,330;R
ES0021000003073076YC;05/06/2023;9;0,266;R
ES0021000003073076YC;05/06/2023;10;0,311;R
ES0021000003073076YC;05/06/2023;11;0,443;R
ES0021000003073076YC;05/06/2023;12;0,367;R
ES0021000003073076YC;05/06/2023;13;0,287;R
ES0021000003073076YC;05/06/2023;14;0,594;R
ES0021000003073076YC;05/06/2023;15;0,724;R
ES0021000003073076YC;05/06/2023;16;0,413;R
ES0021000003073076YC;05/06/2023;17;0,473;R
ES0021000003073076YC;05/06/2023;18;0,441;R
ES0021000003073076YC;05/06/2023;19;0,473;R
ES0021000003073076YC;05/06/2023;20;0,440;R
ES0021000003073076YC;05/06/2023;21;0,417;R
ES0021000003073076YC;05/06/2023;22;0,461;R
ES0021000003073076YC;05/06/2023;23;0,874;R
ES0021000003073076YC;05/06/2023;24;0,696;R
ES0021000003073076YC;06/06/2023;1;0,612;R
ES0021000003073076YC;06/06/2023;2;2,124;R
ES0021000003073076YC;06/06/2023;3;2,644;R
ES0021000003073076YC;06/06/2023;4;2,677;R
ES0021000003073076YC;06/06/2023;5;2,672;R
ES0021000003073076YC;06/06/2023;6;0,969;R
ES0021000003073076YC;06/06/2023;7;1,010;R
ES0021000003073076YC;06/06/2023;8;0,903;R
ES0021000003073076YC;06/06/2023;9;0,324;R
ES0021000003073076YC;06/06/2023;10;0,267;R
ES0021000003073076YC;06/06/2023;11;0,384;R
ES0021000003073076YC;06/06/2023;12;0,452;R
ES0021000003073076YC;06/06/2023;13;0,385;R
ES0021000003073076YC;06/06/2023;14;0,469;R
ES0021000003073076YC;06/06/2023;15;0,651;R
ES0021000003073076YC;06/06/2023;16;0,480;R
ES0021000003073076YC;06/06/2023;17;0,345;R
ES0021000003073076YC;06/06/2023;18;0,449;R
ES0021000003073076YC;06/06/2023;19;0,350;R
ES0021000003073076YC;06/06/2023;20;0,476;R
ES0021000003073076YC;06/06/2023;21;1,660;R
ES0021000003073076YC;06/06/2023;22;1,052;R
ES0021000003073076YC;06/06/2023;23;0,647;R
ES0021000003073076YC;06/06/2023;24;0,517;R
ES0021000003073076YC;07/06/2023;1;0,371;R
ES0021000003073076YC;07/06/2023;2;2,101;R
ES0021000003073076YC;07/06/2023;3;2,602;R
ES0021000003073076YC;07/06/2023;4;2,531;R
ES0021000003073076YC;07/06/2023;5;2,552;R
ES0021000003073076YC;07/06/2023;6;2,070;R
ES0021000003073076YC;07/06/2023;7;1,214;R
ES0021000003073076YC;07/06/2023;8;0,428;R
ES0021000003073076YC;07/06/2023;9;0,679;R
ES0021000003073076YC;07/06/2023;10;0,380;R
ES0021000003073076YC;07/06/2023;11;0,431;R
ES0021000003073076YC;07/06/2023;12;0,402;R
ES0021000003073076YC;07/06/2023;13;0,419;R
ES0021000003073076YC;07/06/2023;14;0,457;R
ES0021000003073076YC;07/06/2023;15;0,466;R
ES0021000003073076YC;07/06/2023;16;0,490;R
ES0021000003073076YC;07/06/2023;17;0,442;R
ES0021000003073076YC;07/06/2023;18;0,355;R
ES0021000003073076YC;07/06/2023;19;0,423;R
ES0021000003073076YC;07/06/2023;20;0,386;R
ES0021000003073076YC;07/06/2023;21;0,738;R
ES0021000003073076YC;07/06/2023;22;1,996;R
ES0021000003073076YC;07/06/2023;23;0,668;R
ES0021000003073076YC;07/06/2023;24;0,538;R
ES0021000003073076YC;08/06/2023;1;0,409;R
ES0021000003073076YC;08/06/2023;2;2,122;R
ES0021000003073076YC;08/06/2023;3;2,663;R
ES0021000003073076YC;08/06/2023;4;2,577;R
ES0021000003073076YC;08/06/2023;5;2,555;R
ES0021000003073076YC;08/06/2023;6;2,128;R
ES0021000003073076YC;08/06/2023;7;1,491;R
ES0021000003073076YC;08/06/2023;8;0,807;R
